Node,max_freq
STXB5_HUMAN,0.06
SUN2_HUMAN,0.04
SYMPK_HUMAN,0.04
SZRD1_HUMAN,0.12
T22D4_HUMAN,0.04
T2EB_HUMAN,0.04
TAB3_HUMAN,0.04
TACC3_HUMAN,0.03
TADA3_HUMAN,0.04
TADBP_HUMAN,0.04
TAOK3_HUMAN,0.04
TBC15_HUMAN,0.06
TBCD1_HUMAN,0.04
TBCD4_HUMAN,0.05
TCPB_HUMAN,0.04
TDT_HUMAN,0.21
TERA_HUMAN,0.04
TF2B_HUMAN,0.04
TF3C2_HUMAN,0.04
TFDP2_HUMAN,0.04
THIC_HUMAN,0.06
TIF1B_HUMAN,0.04
TMM11_HUMAN,0.04
TNKS1_HUMAN,0.04
TNPO1_HUMAN,0.04
TNR1A_HUMAN,0.04
TNR6_HUMAN,0.04
TOE1_HUMAN,0.03
TOIP1_HUMAN,0.04
TOP2A_HUMAN,0.04
TOP2B_HUMAN,0.04
TP53B_HUMAN,0.04
TPR_HUMAN,0.04
TR150_HUMAN,0.04
TRAM1_HUMAN,0.04
TREF1_HUMAN,0.13
TRFE_HUMAN,0.14
TRIO_HUMAN,0.05
TRIPB_HUMAN,0.04
TRIPC_HUMAN,0.04
TRMB_HUMAN,0.04
TS101_HUMAN,0.04
TSC2_HUMAN,0.04
TSP1_HUMAN,0.04
TTF2_HUMAN,0.04
TYK2_HUMAN,0.04
U2AF2_HUMAN,0.04
UB2D2_HUMAN,0.04
UB2E1_HUMAN,0.04
UB2G2_HUMAN,0.04
UB2J1_HUMAN,0.04
UB2L3_HUMAN,0.04
UBAC2_HUMAN,0.15
UBC9_HUMAN,0.04
UBE2O_HUMAN,0.03
UBF1_HUMAN,0.04
UBL5_HUMAN,0.2
UBN1_HUMAN,0.04
UBP15_HUMAN,0.04
UBP1_HUMAN,0.04
UBP22_HUMAN,0.04
UBP24_HUMAN,0.12
UBP2L_HUMAN,0.06
UBP7_HUMAN,0.04
UBQL1_HUMAN,0.04
UBR4_HUMAN,0.04
UBR5_HUMAN,0.04
UFL1_HUMAN,0.07
UHRF1_HUMAN,0.04
ULK1_HUMAN,0.04
USF1_HUMAN,0.04
UT14A_HUMAN,0.04
UVRAG_HUMAN,0.04
VCIP1_HUMAN,0.04
VHL_HUMAN,0.04
VIME_HUMAN,0.04
VINEX_HUMAN,0.04
VP13D_HUMAN,0.12
VP26B_HUMAN,0.21
VTDB_HUMAN,0.18
VTNC_HUMAN,0.04
WAPL_HUMAN,0.12
WBP2_HUMAN,0.04
WBP4_HUMAN,0.04
WDR37_HUMAN,0.04
WDR44_HUMAN,0.06
WDR5_HUMAN,0.04
WDR62_HUMAN,0.12
WEE1_HUMAN,0.06
WIPF1_HUMAN,0.04
WIPF2_HUMAN,0.12
WNK2_HUMAN,0.01
WRIP1_HUMAN,0.06
WWP2_HUMAN,0.03
XPC_HUMAN,0.04
XRCC6_HUMAN,0.04
YBOX3_HUMAN,0.09
YLPM1_HUMAN,0.03
YTDC1_HUMAN,0.04
ZBT21_HUMAN,0.04
ZC11A_HUMAN,0.12
ZC3H1_HUMAN,0.12
ZC3H4_HUMAN,0.04
ZC3HD_HUMAN,0.06
ZC3HE_HUMAN,0.03
ZC3HF_HUMAN,0.03
ZCCHV_HUMAN,0.03
ZEB1_HUMAN,0.04
ZEP2_HUMAN,0.01
ZN217_HUMAN,0.04
ZN451_HUMAN,0.04
ZN622_HUMAN,0.04
ZNHI1_HUMAN,0.04
ZNRF2_HUMAN,0.04
ZYX_HUMAN,0.04
