Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology (biological process)
P38919	reviewed	IF4A3_HUMAN	Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13) (ATP-dependent RNA helicase DDX48) (ATP-dependent RNA helicase eIF4A-3) (DEAD box protein 48) (Eukaryotic initiation factor 4A-like NUK-34) (Eukaryotic translation initiation factor 4A isoform 3) (Nuclear matrix protein 265) (NMP 265) (hNMP 265) [Cleaved into: Eukaryotic initiation factor 4A-III, N-terminally processed]	EIF4A3 DDX48 KIAA0111	associative learning [GO:0008306]; cellular response to brain-derived neurotrophic factor stimulus [GO:1990416]; cellular response to selenite ion [GO:0072715]; embryonic cranial skeleton morphogenesis [GO:0048701]; exploration behavior [GO:0035640]; mRNA export from nucleus [GO:0006406]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of excitatory postsynaptic potential [GO:0090394]; negative regulation of selenocysteine incorporation [GO:1904570]; negative regulation of translation [GO:0017148]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of translation [GO:0045727]; regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:2000622]; regulation of translation at postsynapse, modulating synaptic transmission [GO:0099578]; response to organic cyclic compound [GO:0014070]; rRNA processing [GO:0006364]
P41223	reviewed	BUD31_HUMAN	Protein BUD31 homolog (Protein EDG-2) (Protein G10 homolog)	BUD31 EDG2	mRNA splicing, via spliceosome [GO:0000398]; positive regulation of androgen receptor activity [GO:2000825]
P42285	reviewed	MTREX_HUMAN	Exosome RNA helicase MTR4 (EC 3.6.4.13) (ATP-dependent RNA helicase DOB1) (ATP-dependent RNA helicase SKIV2L2) (Superkiller viralicidic activity 2-like 2) (TRAMP-like complex helicase)	MTREX DOB1 KIAA0052 MTR4 SKIV2L2	DNA damage response [GO:0006974]; maturation of 5.8S rRNA [GO:0000460]; mRNA splicing, via spliceosome [GO:0000398]; RNA catabolic process [GO:0006401]; rRNA processing [GO:0006364]; snRNA catabolic process [GO:0016076]
P51513	reviewed	NOVA1_HUMAN	RNA-binding protein Nova-1 (Neuro-oncological ventral antigen 1) (Onconeural ventral antigen 1) (Paraneoplastic Ri antigen) (Ventral neuron-specific protein 1)	NOVA1	mRNA splicing, via spliceosome [GO:0000398]; negative regulation of cold-induced thermogenesis [GO:0120163]; nervous system development [GO:0007399]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA processing [GO:0006396]; RNA splicing [GO:0008380]
P51991	reviewed	ROA3_HUMAN	Heterogeneous nuclear ribonucleoprotein A3 (hnRNP A3)	HNRNPA3 HNRPA3	mRNA splicing, via spliceosome [GO:0000398]
P52272	reviewed	HNRPM_HUMAN	Heterogeneous nuclear ribonucleoprotein M (hnRNP M)	HNRNPM HNRPM NAGR1	alternative mRNA splicing, via spliceosome [GO:0000380]; mRNA splicing, via spliceosome [GO:0000398]
P52298	reviewed	NCBP2_HUMAN	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein) (Cell proliferation-inducing gene 55 protein) (NCBP 20 kDa subunit) (CBP20) (NCBP-interacting protein 1) (NIP1)	NCBP2 CBP20 PIG55	alternative mRNA splicing, via spliceosome [GO:0000380]; cap-dependent translational initiation [GO:0002191]; histone mRNA metabolic process [GO:0008334]; miRNA-mediated post-transcriptional gene silencing [GO:0035195]; mRNA 3'-end processing [GO:0031124]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA export from nucleus [GO:0006406]; mRNA metabolic process [GO:0016071]; mRNA splicing, via spliceosome [GO:0000398]; mRNA transcription by RNA polymerase II [GO:0042789]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of mRNA 3'-end processing [GO:0031442]; positive regulation of RNA export from nucleus [GO:0046833]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; primary miRNA processing [GO:0031053]; regulation of translational initiation [GO:0006446]; regulatory ncRNA-mediated post-transcriptional gene silencing [GO:0035194]; RNA splicing [GO:0008380]; snRNA export from nucleus [GO:0006408]
P52597	reviewed	HNRPF_HUMAN	Heterogeneous nuclear ribonucleoprotein F (hnRNP F) (Nucleolin-like protein mcs94-1) [Cleaved into: Heterogeneous nuclear ribonucleoprotein F, N-terminally processed]	HNRNPF HNRPF	mRNA splicing, via spliceosome [GO:0000398]; regulation of RNA splicing [GO:0043484]; RNA processing [GO:0006396]
P52756	reviewed	RBM5_HUMAN	RNA-binding protein 5 (Protein G15) (Putative tumor suppressor LUCA15) (RNA-binding motif protein 5) (Renal carcinoma antigen NY-REN-9)	RBM5 H37 LUCA15	apoptotic process [GO:0006915]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of cell population proliferation [GO:0008285]; positive regulation of apoptotic process [GO:0043065]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA processing [GO:0006396]; spliceosomal complex assembly [GO:0000245]
P54105	reviewed	ICLN_HUMAN	Methylosome subunit pICln (Chloride channel, nucleotide sensitive 1A) (Chloride conductance regulatory protein ICln) (I(Cln)) (Chloride ion current inducer protein) (ClCI) (Reticulocyte pICln)	CLNS1A CLCI ICLN	cell volume homeostasis [GO:0006884]; chloride transport [GO:0006821]; mRNA cis splicing, via spliceosome [GO:0045292]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]; spliceosomal snRNP assembly [GO:0000387]
P55081	reviewed	MFAP1_HUMAN	Microfibrillar-associated protein 1 (Spliceosome B complex protein MFAP1)	MFAP1	mRNA splicing, via spliceosome [GO:0000398]
P55769	reviewed	NH2L1_HUMAN	NHP2-like protein 1 (High mobility group-like nuclear protein 2 homolog 1) (OTK27) (SNU13 homolog) (hSNU13) (U4/U6.U5 small nuclear ribonucleoprotein SNU13) (U4/U6.U5 tri-snRNP 15.5 kDa protein) [Cleaved into: NHP2-like protein 1, N-terminally processed]	SNU13 NHP2L1	box C/D snoRNP assembly [GO:0000492]; maturation of SSU-rRNA [GO:0030490]; mRNA splicing, via spliceosome [GO:0000398]; ribosomal small subunit biogenesis [GO:0042274]; single fertilization [GO:0007338]
P57678	reviewed	GEMI4_HUMAN	Gem-associated protein 4 (Gemin-4) (Component of gems 4) (p97)	GEMIN4	rRNA processing [GO:0006364]; spliceosomal snRNP assembly [GO:0000387]
P61326	reviewed	MGN_HUMAN	Protein mago nashi homolog	MAGOH MAGOHA	mRNA export from nucleus [GO:0006406]; mRNA splicing, via spliceosome [GO:0000398]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of mRNA processing [GO:0050684]; regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:2000622]; regulation of translation [GO:0006417]; RNA splicing [GO:0008380]
P61978	reviewed	HNRPK_HUMAN	Heterogeneous nuclear ribonucleoprotein K (hnRNP K) (Transformation up-regulated nuclear protein) (TUNP)	HNRNPK HNRPK	mRNA splicing, via spliceosome [GO:0000398]; negative regulation of apoptotic process [GO:0043066]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; positive regulation of low-density lipoprotein receptor activity [GO:1905599]; positive regulation of receptor-mediated endocytosis [GO:0048260]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:1902165]; regulation of low-density lipoprotein particle clearance [GO:0010988]; regulation of mRNA splicing, via spliceosome [GO:0048024]; regulation of transcription by RNA polymerase II [GO:0006357]; RNA processing [GO:0006396]; signal transduction [GO:0007165]
P62304	reviewed	RUXE_HUMAN	Small nuclear ribonucleoprotein E (snRNP-E) (Sm protein E) (Sm-E) (SmE)	SNRPE	7-methylguanosine cap hypermethylation [GO:0036261]; mRNA splicing, via spliceosome [GO:0000398]; spliceosomal complex assembly [GO:0000245]; spliceosomal snRNP assembly [GO:0000387]; U2-type prespliceosome assembly [GO:1903241]
P62306	reviewed	RUXF_HUMAN	Small nuclear ribonucleoprotein F (snRNP-F) (Sm protein F) (Sm-F) (SmF)	SNRPF PBSCF	7-methylguanosine cap hypermethylation [GO:0036261]; mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]; spliceosomal snRNP assembly [GO:0000387]; U2-type prespliceosome assembly [GO:1903241]
P62308	reviewed	RUXG_HUMAN	Small nuclear ribonucleoprotein G (snRNP-G) (Sm protein G) (Sm-G) (SmG)	SNRPG PBSCG	7-methylguanosine cap hypermethylation [GO:0036261]; mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]; spliceosomal complex assembly [GO:0000245]; spliceosomal snRNP assembly [GO:0000387]; U2-type prespliceosome assembly [GO:1903241]
P62310	reviewed	LSM3_HUMAN	U6 snRNA-associated Sm-like protein LSm3	LSM3 MDS017	mRNA processing [GO:0006397]; mRNA splicing, via spliceosome [GO:0000398]; P-body assembly [GO:0033962]
P62312	reviewed	LSM6_HUMAN	U6 snRNA-associated Sm-like protein LSm6	LSM6	maturation of SSU-rRNA [GO:0030490]; mRNA catabolic process [GO:0006402]; mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]; tRNA processing [GO:0008033]
P62314	reviewed	SMD1_HUMAN	Small nuclear ribonucleoprotein Sm D1 (Sm-D1) (Sm-D autoantigen) (snRNP core protein D1)	SNRPD1	7-methylguanosine cap hypermethylation [GO:0036261]; mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]; spliceosomal complex assembly [GO:0000245]; spliceosomal snRNP assembly [GO:0000387]; U2-type prespliceosome assembly [GO:1903241]
P62316	reviewed	SMD2_HUMAN	Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)	SNRPD2 SNRPD1	7-methylguanosine cap hypermethylation [GO:0036261]; mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]; spliceosomal complex assembly [GO:0000245]; spliceosomal snRNP assembly [GO:0000387]; U2-type prespliceosome assembly [GO:1903241]
P62318	reviewed	SMD3_HUMAN	Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3)	SNRPD3	7-methylguanosine cap hypermethylation [GO:0036261]; mRNA splicing, via spliceosome [GO:0000398]; protein methylation [GO:0006479]; RNA splicing [GO:0008380]; spliceosomal snRNP assembly [GO:0000387]; U2-type prespliceosome assembly [GO:1903241]
P62995	reviewed	TRA2B_HUMAN	Transformer-2 protein homolog beta (TRA-2 beta) (TRA2-beta) (hTRA2-beta) (Splicing factor, arginine/serine-rich 10) (Transformer-2 protein homolog B)	TRA2B SFRS10	cellular response to glucose stimulus [GO:0071333]; cerebral cortex regionalization [GO:0021796]; embryonic brain development [GO:1990403]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of RNA splicing [GO:0043484]; RNA splicing, via transesterification reactions [GO:0000375]
P63162	reviewed	RSMN_HUMAN	Small nuclear ribonucleoprotein-associated protein N (snRNP-N) (Sm protein D) (Sm-D) (Sm protein N) (Sm-N) (SmN) (Tissue-specific-splicing protein)	SNRPN HCERN3 SMN	mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]
P78332	reviewed	RBM6_HUMAN	RNA-binding protein 6 (Lung cancer antigen NY-LU-12) (Protein G16) (RNA-binding motif protein 6) (RNA-binding protein DEF-3)	RBM6 DEF3	mRNA splicing, via spliceosome [GO:0000398]; RNA processing [GO:0006396]
P78362	reviewed	SRPK2_HUMAN	SRSF protein kinase 2 (EC 2.7.11.1) (SFRS protein kinase 2) (Serine/arginine-rich protein-specific kinase 2) (SR-protein-specific kinase 2) [Cleaved into: SRSF protein kinase 2 N-terminal; SRSF protein kinase 2 C-terminal]	SRPK2	angiogenesis [GO:0001525]; cell differentiation [GO:0030154]; innate immune response [GO:0045087]; intracellular signal transduction [GO:0035556]; negative regulation of viral genome replication [GO:0045071]; nuclear speck organization [GO:0035063]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of cell cycle [GO:0045787]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of gene expression [GO:0010628]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of viral genome replication [GO:0045070]; protein phosphorylation [GO:0006468]; R-loop processing [GO:0062176]; regulation of mRNA processing [GO:0050684]; regulation of mRNA splicing, via spliceosome [GO:0048024]; RNA splicing [GO:0008380]; spliceosomal complex assembly [GO:0000245]
P83876	reviewed	TXN4A_HUMAN	Thioredoxin-like protein 4A (DIM1 protein homolog) (Spliceosomal U5 snRNP-specific 15 kDa protein) (Thioredoxin-like U5 snRNP protein U5-15kD)	TXNL4A DIM1 TXNL4	cell division [GO:0051301]; mRNA splicing, via spliceosome [GO:0000398]; RNA splicing, via transesterification reactions [GO:0000375]; spliceosomal complex assembly [GO:0000245]
P84103	reviewed	SRSF3_HUMAN	Serine/arginine-rich splicing factor 3 (Pre-mRNA-splicing factor SRP20) (Splicing factor, arginine/serine-rich 3)	SRSF3 SFRS3 SRP20	cellular response to leukemia inhibitory factor [GO:1990830]; mRNA export from nucleus [GO:0006406]; mRNA splicing, via spliceosome [GO:0000398]; primary miRNA processing [GO:0031053]; regulation of mRNA splicing, via spliceosome [GO:0048024]
P98175	reviewed	RBM10_HUMAN	RNA-binding protein 10 (G patch domain-containing protein 9) (RNA-binding motif protein 10) (RNA-binding protein S1-1) (S1-1)	RBM10 DXS8237E GPATC9 GPATCH9 KIAA0122	3'-UTR-mediated mRNA stabilization [GO:0070935]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of vascular associated smooth muscle cell proliferation [GO:1904706]; positive regulation of vascular associated smooth muscle cell apoptotic process [GO:1905461]; vascular associated smooth muscle cell apoptotic process [GO:1905288]; vascular associated smooth muscle cell proliferation [GO:1990874]
Q00839	reviewed	HNRPU_HUMAN	Heterogeneous nuclear ribonucleoprotein U (hnRNP U) (GRIP120) (Nuclear p120 ribonucleoprotein) (Scaffold-attachment factor A) (SAF-A) (p120) (pp120)	HNRNPU C1orf199 HNRPU SAFA U21.1	adaptive thermogenesis [GO:1990845]; cardiac muscle cell development [GO:0055013]; cell division [GO:0051301]; cellular response to glucocorticoid stimulus [GO:0071385]; cellular response to leukemia inhibitory factor [GO:1990830]; chromatin organization [GO:0006325]; circadian regulation of gene expression [GO:0032922]; CRD-mediated mRNA stabilization [GO:0070934]; dendritic transport of messenger ribonucleoprotein complex [GO:0098963]; dosage compensation by inactivation of X chromosome [GO:0009048]; maintenance of protein location in nucleus [GO:0051457]; mRNA splicing, via spliceosome [GO:0000398]; mRNA stabilization [GO:0048255]; negative regulation of kinase activity [GO:0033673]; negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900152]; negative regulation of stem cell differentiation [GO:2000737]; negative regulation of telomere maintenance via telomerase [GO:0032211]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription elongation by RNA polymerase II [GO:0034244]; osteoblast differentiation [GO:0001649]; positive regulation of attachment of mitotic spindle microtubules to kinetochore [GO:1902425]; positive regulation of brown fat cell differentiation [GO:0090336]; positive regulation of cytoplasmic translation [GO:2000767]; positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity [GO:2000373]; positive regulation of stem cell proliferation [GO:2000648]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein localization to spindle microtubule [GO:1902889]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of chromatin organization [GO:1902275]; regulation of mitotic cell cycle [GO:0007346]; regulation of mitotic spindle assembly [GO:1901673]; RNA localization to chromatin [GO:1990280]; RNA processing [GO:0006396]
Q01081	reviewed	U2AF1_HUMAN	Splicing factor U2AF 35 kDa subunit (U2 auxiliary factor 35 kDa subunit) (U2 small nuclear RNA auxiliary factor 1) (U2 snRNP auxiliary factor small subunit)	U2AF1 U2AF35 U2AFBP FP793	mRNA processing [GO:0006397]; mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]
Q01130	reviewed	SRSF2_HUMAN	Serine/arginine-rich splicing factor 2 (Protein PR264) (Splicing component, 35 kDa) (Splicing factor SC35) (SC-35) (Splicing factor, arginine/serine-rich 2)	SRSF2 SFRS2	mRNA processing [GO:0006397]; mRNA splicing, via spliceosome [GO:0000398]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; response to vitamin E [GO:0033197]; RNA splicing [GO:0008380]
Q07955	reviewed	SRSF1_HUMAN	Serine/arginine-rich splicing factor 1 (Alternative-splicing factor 1) (ASF-1) (Splicing factor, arginine/serine-rich 1) (pre-mRNA-splicing factor SF2, P33 subunit)	SRSF1 ASF SF2 SF2P33 SFRS1 OK/SW-cl.3	alternative mRNA splicing, via spliceosome [GO:0000380]; liver regeneration [GO:0097421]; mRNA 5'-splice site recognition [GO:0000395]; mRNA processing [GO:0006397]; mRNA splice site recognition [GO:0006376]; mRNA splicing, via spliceosome [GO:0000398]; mRNA transport [GO:0051028]; oligodendrocyte differentiation [GO:0048709]; positive regulation of RNA splicing [GO:0033120]; regulation of RNA splicing [GO:0043484]
Q08170	reviewed	SRSF4_HUMAN	Serine/arginine-rich splicing factor 4 (Pre-mRNA-splicing factor SRP75) (SRP001LB) (Splicing factor, arginine/serine-rich 4)	SRSF4 SFRS4 SRP75	mRNA processing [GO:0006397]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; response to insulin [GO:0032868]; RNA splicing [GO:0008380]; RNA splicing, via transesterification reactions [GO:0000375]
Q08211	reviewed	DHX9_HUMAN	ATP-dependent RNA helicase A (EC 3.6.4.13) (DEAH box protein 9) (DExH-box helicase 9) (Leukophysin) (LKP) (Nuclear DNA helicase II) (NDH II) (RNA helicase A)	DHX9 DDX9 LKP NDH2	alternative mRNA splicing, via spliceosome [GO:0000380]; cellular response to exogenous dsRNA [GO:0071360]; cellular response to tumor necrosis factor [GO:0071356]; CRD-mediated mRNA stabilization [GO:0070934]; DNA duplex unwinding [GO:0032508]; DNA replication [GO:0006260]; DNA-templated transcription termination [GO:0006353]; DNA-templated viral transcription [GO:0039695]; G-quadruplex DNA unwinding [GO:0044806]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; miRNA-mediated post-transcriptional gene silencing [GO:0035195]; mRNA transport [GO:0051028]; negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900152]; osteoblast differentiation [GO:0001649]; positive regulation of cytoplasmic translation [GO:2000767]; positive regulation of DNA repair [GO:0045739]; positive regulation of DNA replication [GO:0045740]; positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity [GO:2000373]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of inflammatory response [GO:0050729]; positive regulation of innate immune response [GO:0045089]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of interleukin-18 production [GO:0032741]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of response to cytokine stimulus [GO:0060760]; positive regulation of RNA export from nucleus [GO:0046833]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; positive regulation of viral transcription [GO:0050434]; protein localization to cytoplasmic stress granule [GO:1903608]; protein-containing complex assembly [GO:0065003]; pyroptosis [GO:0070269]; regulation of cytoplasmic translation [GO:2000765]; regulation of defense response to virus by host [GO:0050691]; regulation of mRNA processing [GO:0050684]; regulation of transcription by RNA polymerase II [GO:0006357]; rhythmic process [GO:0048511]; RISC complex assembly [GO:0070922]; RNA secondary structure unwinding [GO:0010501]
Q09161	reviewed	NCBP1_HUMAN	Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit)	NCBP1 CBP80 NCBP	7-methylguanosine mRNA capping [GO:0006370]; alternative mRNA splicing, via spliceosome [GO:0000380]; cap-dependent translational initiation [GO:0002191]; defense response to virus [GO:0051607]; histone mRNA metabolic process [GO:0008334]; miRNA-mediated post-transcriptional gene silencing [GO:0035195]; mRNA 3'-end processing [GO:0031124]; mRNA export from nucleus [GO:0006406]; mRNA metabolic process [GO:0016071]; mRNA splicing, via spliceosome [GO:0000398]; mRNA transcription by RNA polymerase II [GO:0042789]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of cell growth [GO:0030307]; positive regulation of mRNA 3'-end processing [GO:0031442]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]; positive regulation of RNA binding [GO:1905216]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; primary miRNA processing [GO:0031053]; regulation of mRNA processing [GO:0050684]; regulation of translational initiation [GO:0006446]; regulatory ncRNA-mediated post-transcriptional gene silencing [GO:0035194]; RNA catabolic process [GO:0006401]; RNA splicing [GO:0008380]; snRNA export from nucleus [GO:0006408]; spliceosomal complex assembly [GO:0000245]
Q12874	reviewed	SF3A3_HUMAN	Splicing factor 3A subunit 3 (SF3a60) (Spliceosome-associated protein 61) (SAP 61)	SF3A3 SAP61	mRNA 3'-splice site recognition [GO:0000389]; mRNA processing [GO:0006397]; mRNA splicing, via spliceosome [GO:0000398]; RNA splicing, via transesterification reactions [GO:0000375]; U2-type prespliceosome assembly [GO:1903241]
Q13107	reviewed	UBP4_HUMAN	Ubiquitin carboxyl-terminal hydrolase 4 (EC 3.4.19.12) (Deubiquitinating enzyme 4) (Ubiquitin thioesterase 4) (Ubiquitin-specific-processing protease 4) (Ubiquitous nuclear protein homolog)	USP4 UNP UNPH	negative regulation of protein ubiquitination [GO:0031397]; positive regulation of TORC1 signaling [GO:1904263]; protein deubiquitination [GO:0016579]; protein localization to cell surface [GO:0034394]; proteolysis [GO:0006508]; regulation of protein stability [GO:0031647]; spliceosomal tri-snRNP complex assembly [GO:0000244]
Q13123	reviewed	RED_HUMAN	Protein Red (Cytokine IK) (IK factor) (Protein RER)	IK RED RER	mitotic cell cycle [GO:0000278]; mitotic spindle assembly checkpoint signaling [GO:0007094]; mRNA splicing, via spliceosome [GO:0000398]; protein localization to kinetochore [GO:0034501]
Q13242	reviewed	SRSF9_HUMAN	Serine/arginine-rich splicing factor 9 (Pre-mRNA-splicing factor SRp30C) (Splicing factor, arginine/serine-rich 9)	SRSF9 SFRS9 SRP30C	alternative mRNA splicing, via spliceosome [GO:0000380]; mRNA processing [GO:0006397]; mRNA splice site recognition [GO:0006376]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; response to alkaloid [GO:0043279]; response to toxic substance [GO:0009636]
Q13243	reviewed	SRSF5_HUMAN	Serine/arginine-rich splicing factor 5 (Delayed-early protein HRS) (Pre-mRNA-splicing factor SRP40) (Splicing factor, arginine/serine-rich 5)	SRSF5 HRS SFRS5 SRP40	mRNA processing [GO:0006397]; mRNA splice site recognition [GO:0006376]; mRNA splicing, via spliceosome [GO:0000398]
Q13247	reviewed	SRSF6_HUMAN	Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)	SRSF6 SFRS6 SRP55	alternative mRNA splicing, via spliceosome [GO:0000380]; mRNA splice site recognition [GO:0006376]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of keratinocyte differentiation [GO:0045617]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; negative regulation of type B pancreatic cell apoptotic process [GO:2000675]; positive regulation of epithelial cell proliferation involved in lung morphogenesis [GO:0060501]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of keratinocyte proliferation [GO:0010837]; regulation of wound healing [GO:0061041]; response to insulin [GO:0032868]
Q13435	reviewed	SF3B2_HUMAN	Splicing factor 3B subunit 2 (Pre-mRNA-splicing factor SF3b 145 kDa subunit) (SF3b145) (Spliceosome-associated protein 145) (SAP 145)	SF3B2 SAP145	mRNA processing [GO:0006397]; mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]; U2-type prespliceosome assembly [GO:1903241]
Q13523	reviewed	PRP4K_HUMAN	Serine/threonine-protein kinase PRP4 homolog (EC 2.7.11.1) (PRP4 kinase) (PRP4 pre-mRNA-processing factor 4 homolog)	PRP4K KIAA0536 PRP4 PRP4B PRP4H PRPF4K	mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of hippo signaling [GO:0035332]; positive regulation of protein export from nucleus [GO:0046827]; regulation of mitotic cell cycle spindle assembly checkpoint [GO:0090266]; spliceosomal snRNP assembly [GO:0000387]; spliceosomal tri-snRNP complex assembly [GO:0000244]
Q13573	reviewed	SNW1_HUMAN	SNW domain-containing protein 1 (Nuclear protein SkiP) (Nuclear receptor coactivator NCoA-62) (Ski-interacting protein)	SNW1 SKIIP SKIP	cellular response to retinoic acid [GO:0071300]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation by host of viral transcription [GO:0043923]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]; positive regulation of neurogenesis [GO:0050769]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; positive regulation of vitamin D receptor signaling pathway [GO:0070564]; regulation of retinoic acid receptor signaling pathway [GO:0048385]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of vitamin D receptor signaling pathway [GO:0070562]; retinoic acid receptor signaling pathway [GO:0048384]
Q13595	reviewed	TRA2A_HUMAN	Transformer-2 protein homolog alpha (TRA-2 alpha) (TRA2-alpha) (Transformer-2 protein homolog A)	TRA2A	mRNA splicing, via spliceosome [GO:0000398]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]
Q13838	reviewed	DX39B_HUMAN	Spliceosome RNA helicase DDX39B (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein UAP56) (HLA-B-associated transcript 1 protein)	DDX39B BAT1 UAP56	mRNA export from nucleus [GO:0006406]; mRNA splicing, via spliceosome [GO:0000398]; RNA export from nucleus [GO:0006405]; RNA secondary structure unwinding [GO:0010501]; RNA splicing [GO:0008380]; spliceosomal complex assembly [GO:0000245]
Q14004	reviewed	CDK13_HUMAN	Cyclin-dependent kinase 13 (EC 2.7.11.22) (EC 2.7.11.23) (CDC2-related protein kinase 5) (Cell division cycle 2-like protein kinase 5) (Cell division protein kinase 13) (hCDK13) (Cholinesterase-related cell division controller)	CDK13 CDC2L CDC2L5 CHED KIAA1791	alternative mRNA splicing, via spliceosome [GO:0000380]; hemopoiesis [GO:0030097]; negative regulation of stem cell differentiation [GO:2000737]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; regulation of signal transduction [GO:0009966]
Q14331	reviewed	FRG1_HUMAN	Protein FRG1 (FSHD region gene 1 protein)	FRG1	mRNA splicing, via spliceosome [GO:0000398]; muscle organ development [GO:0007517]; rRNA processing [GO:0006364]
Q14562	reviewed	DHX8_HUMAN	ATP-dependent RNA helicase DHX8 (EC 3.6.4.13) (DEAH box protein 8) (RNA helicase HRH1)	DHX8 DDX8	mRNA splicing, via spliceosome [GO:0000398]; RNA processing [GO:0006396]; RNA splicing [GO:0008380]; spliceosomal complex disassembly [GO:0000390]
