Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology (biological process)
Q6P1J9	reviewed	CDC73_HUMAN	Parafibromin (Cell division cycle protein 73 homolog) (Hyperparathyroidism 2 protein)	CDC73 C1orf28 HRPT2	cellular response to lipopolysaccharide [GO:0071222]; endodermal cell fate commitment [GO:0001711]; mRNA 3'-end processing [GO:0031124]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; negative regulation of myeloid cell differentiation [GO:0045638]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cell cycle G1/S phase transition [GO:1902808]; positive regulation of mRNA 3'-end processing [GO:0031442]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; positive regulation of Wnt signaling pathway [GO:0030177]; protein destabilization [GO:0031648]; regulation of cell growth [GO:0001558]; stem cell population maintenance [GO:0019827]; transcription elongation by RNA polymerase II [GO:0006368]; Wnt signaling pathway [GO:0016055]
Q6P1X5	reviewed	TAF2_HUMAN	Transcription initiation factor TFIID subunit 2 (150 kDa cofactor of initiator function) (RNA polymerase II TBP-associated factor subunit B) (TBP-associated factor 150 kDa) (Transcription initiation factor TFIID 150 kDa subunit) (TAF(II)150) (TAFII-150) (TAFII150)	TAF2 CIF150 TAF2B	G2/M transition of mitotic cell cycle [GO:0000086]; mRNA transcription by RNA polymerase II [GO:0042789]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; regulation of DNA repair [GO:0006282]; regulation of transcription by RNA polymerase II [GO:0006357]; response to organic cyclic compound [GO:0014070]; RNA polymerase II preinitiation complex assembly [GO:0051123]; transcription initiation at RNA polymerase II promoter [GO:0006367]
Q6P2C8	reviewed	MED27_HUMAN	Mediator of RNA polymerase II transcription subunit 27 (Cofactor required for Sp1 transcriptional activation subunit 8) (CRSP complex subunit 8) (Mediator complex subunit 27) (P37 TRAP/SMCC/PC2 subunit) (Transcriptional coactivator CRSP34)	MED27 CRSP34 CRSP8	positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; protein ubiquitination [GO:0016567]; regulation of transcription by RNA polymerase II [GO:0006357]; RNA polymerase II preinitiation complex assembly [GO:0051123]; somatic stem cell population maintenance [GO:0035019]; transcription initiation at RNA polymerase II promoter [GO:0006367]
Q6P9F0	reviewed	CCD62_HUMAN	Coiled-coil domain-containing protein 62 (Protein TSP-NY) (Protein aaa)	CCDC62	blastocyst hatching [GO:0001835]; cellular response to estradiol stimulus [GO:0071392]; positive regulation of transcription by RNA polymerase II [GO:0045944]; spermatid development [GO:0007286]
Q6PD62	reviewed	CTR9_HUMAN	RNA polymerase-associated protein CTR9 homolog (SH2 domain-binding protein 1)	CTR9 KIAA0155 SH2BP1	blastocyst growth [GO:0001832]; blastocyst hatching [GO:0001835]; cell surface receptor signaling pathway via JAK-STAT [GO:0007259]; cellular response to lipopolysaccharide [GO:0071222]; endodermal cell fate commitment [GO:0001711]; inner cell mass cell differentiation [GO:0001826]; interleukin-6-mediated signaling pathway [GO:0070102]; negative regulation of gene expression, epigenetic [GO:0045814]; negative regulation of myeloid cell differentiation [GO:0045638]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; stem cell population maintenance [GO:0019827]; transcription elongation by RNA polymerase II [GO:0006368]; trophectodermal cell differentiation [GO:0001829]; Wnt signaling pathway [GO:0016055]
Q6PIV2	reviewed	FOXR1_HUMAN	Forkhead box protein R1 (Forkhead box protein N5)	FOXR1 FOXN5 DLNB13	brain development [GO:0007420]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]
Q6PML9	reviewed	ZNT9_HUMAN	Proton-coupled zinc antiporter SLC30A9, mitochondrial (Human embryonic lung protein) (HuEL) (Solute carrier family 30 member 9) (Zinc transporter 9) (ZnT-9)	SLC30A9 C4orf1 HUEL	intracellular zinc ion homeostasis [GO:0006882]; nucleotide-excision repair [GO:0006289]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of mitochondrion organization [GO:0010821]; zinc ion transport [GO:0006829]
Q6QHK4	reviewed	FIGLA_HUMAN	Factor in the germline alpha (FIGalpha) (Class C basic helix-loop-helix protein 8) (bHLHc8) (Folliculogenesis-specific basic helix-loop-helix protein) (Transcription factor FIGa)	FIGLA BHLHC8	developmental process [GO:0032502]; oocyte development [GO:0048599]; regulation of transcription by RNA polymerase II [GO:0006357]
Q6RFH8	reviewed	DUX4C_HUMAN	Double homeobox protein 4C (Double homeobox protein 4, centromeric) (DUX4c) (Double homeobox protein 4-like protein 9)	DUX4L9 DUX4C	cell population proliferation [GO:0008283]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of gene expression [GO:0010468]; regulation of transcription by RNA polymerase II [GO:0006357]
Q6UUV7	reviewed	CRTC3_HUMAN	CREB-regulated transcription coactivator 3 (Transducer of regulated cAMP response element-binding protein 3) (TORC-3) (Transducer of CREB protein 3)	CRTC3 TORC3	energy homeostasis [GO:0097009]; lipid catabolic process [GO:0016042]; macrophage activation [GO:0042116]; negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071878]; negative regulation of lipid catabolic process [GO:0050995]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein homotetramerization [GO:0051289]
Q6UUV9	reviewed	CRTC1_HUMAN	CREB-regulated transcription coactivator 1 (Mucoepidermoid carcinoma translocated protein 1) (Transducer of regulated cAMP response element-binding protein 1) (TORC-1) (Transducer of CREB protein 1)	CRTC1 KIAA0616 MECT1 TORC1 WAMTP1	energy homeostasis [GO:0097009]; entrainment of circadian clock by photoperiod [GO:0043153]; memory [GO:0007613]; negative regulation of membrane hyperpolarization [GO:1902631]; positive regulation of CREB transcription factor activity [GO:0032793]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein homotetramerization [GO:0051289]; rhythmic process [GO:0048511]
Q6UXI9	reviewed	NPNT_HUMAN	Nephronectin (Preosteoblast EGF-like repeat protein with MAM domain) (Protein EGFL6-like)	NPNT EGFL6L POEM UNQ295/PRO334	branching involved in ureteric bud morphogenesis [GO:0001658]; cell-cell adhesion mediated by integrin [GO:0033631]; cell-matrix adhesion [GO:0007160]; cellular response to tumor necrosis factor [GO:0071356]; establishment of protein localization [GO:0045184]; extracellular matrix organization [GO:0030198]; pilomotor reflex [GO:0097195]; positive regulation of cell-substrate adhesion [GO:0010811]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of smooth muscle contraction [GO:0045987]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; smooth muscle cell differentiation [GO:0051145]; transforming growth factor beta receptor signaling pathway [GO:0007179]; ureteric bud development [GO:0001657]
Q6ZN55	reviewed	ZN574_HUMAN	Zinc finger protein 574	ZNF574	regulation of transcription by RNA polymerase II [GO:0006357]
Q6ZSB9	reviewed	ZBT49_HUMAN	Zinc finger and BTB domain-containing protein 49 (Zinc finger protein 509)	ZBTB49 ZNF509	negative regulation of cell population proliferation [GO:0008285]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell cycle [GO:0051726]; regulation of cytokine production [GO:0001817]; regulation of immune system process [GO:0002682]
Q6ZVN8	reviewed	RGMC_HUMAN	Hemojuvelin (Hemochromatosis type 2 protein) (Hemojuvelin BMP coreceptor) (RGM domain family member C)	HJV HFE2 RGMC	activin receptor signaling pathway [GO:0032924]; BMP signaling pathway [GO:0030509]; cellular response to BMP stimulus [GO:0071773]; intracellular iron ion homeostasis [GO:0006879]; multicellular organismal-level iron ion homeostasis [GO:0060586]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein autoprocessing [GO:0016540]; transcription by RNA polymerase II [GO:0006366]
Q6ZW49	reviewed	PAXI1_HUMAN	PAX-interacting protein 1 (PAX transactivation activation domain-interacting protein)	PAXIP1 PAXIP1L PTIP CAGF28	adipose tissue development [GO:0060612]; chorion development [GO:0060717]; chromatin remodeling [GO:0006338]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; endothelial cell migration [GO:0043542]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; positive regulation of isotype switching [GO:0045830]; positive regulation of isotype switching to IgG isotypes [GO:0048304]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; regulation of cell cycle G2/M phase transition [GO:1902749]; response to ionizing radiation [GO:0010212]; vasculogenesis [GO:0001570]
Q70SY1	reviewed	CR3L2_HUMAN	Cyclic AMP-responsive element-binding protein 3-like protein 2 (cAMP-responsive element-binding protein 3-like protein 2) (BBF2 human homolog on chromosome 7) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 2]	CREB3L2 BBF2H7	cartilage development [GO:0051216]; chondrocyte differentiation [GO:0002062]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of transcription by RNA polymerase II [GO:0006357]; response to endoplasmic reticulum stress [GO:0034976]; response to unfolded protein [GO:0006986]
Q71SY5	reviewed	MED25_HUMAN	Mediator of RNA polymerase II transcription subunit 25 (Activator interaction domain-containing protein 1) (Activator-recruited cofactor 92 kDa component) (ARC92) (Mediator complex subunit 25) (p78)	MED25 ACID1 ARC92 PTOV2 TCBAP0758	negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of chromatin binding [GO:0035563]; positive regulation of mediator complex assembly [GO:2001178]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; RNA polymerase II preinitiation complex assembly [GO:0051123]
Q76L83	reviewed	ASXL2_HUMAN	Putative Polycomb group protein ASXL2 (Additional sex combs-like protein 2)	ASXL2 ASXH2 KIAA1685	animal organ morphogenesis [GO:0009887]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of peroxisome proliferator activated receptor signaling pathway [GO:0035360]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q7KZ85	reviewed	SPT6H_HUMAN	Transcription elongation factor SPT6 (hSPT6) (Histone chaperone suppressor of Ty6) (Tat-cotransactivator 2 protein) (Tat-CT2 protein)	SUPT6H KIAA0162 SPT6H	blastocyst formation [GO:0001825]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; nucleosome organization [GO:0034728]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; regulation of isotype switching [GO:0045191]; regulation of mRNA export from nucleus [GO:0010793]; regulation of mRNA processing [GO:0050684]; regulation of muscle cell differentiation [GO:0051147]; RNA splicing [GO:0008380]; transcription elongation by RNA polymerase II [GO:0006368]; transcription elongation-coupled chromatin remodeling [GO:0140673]
Q7L2J0	reviewed	MEPCE_HUMAN	7SK snRNA methylphosphate capping enzyme (MePCE) (EC 2.1.1.-) (Bicoid-interacting protein 3 homolog) (Bin3 homolog)	MEPCE BCDIN3	negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of protein localization to Cajal body [GO:1904871]; positive regulation of snRNA transcription by RNA polymerase II [GO:1905382]; RNA methylation [GO:0001510]; snRNA metabolic process [GO:0016073]; snRNA modification [GO:0040031]
Q7RTS1	reviewed	BHA15_HUMAN	Class A basic helix-loop-helix protein 15 (bHLHa15) (Class B basic helix-loop-helix protein 8) (bHLHb8) (Muscle, intestine and stomach expression 1) (MIST-1)	BHLHA15 BHLHB8 MIST1	axon development [GO:0061564]; calcium-mediated signaling [GO:0019722]; cell-cell adhesion mediated by cadherin [GO:0044331]; cell-cell junction organization [GO:0045216]; cell-cell signaling [GO:0007267]; cellular response to glucose starvation [GO:0042149]; endoplasmic reticulum unfolded protein response [GO:0030968]; establishment of localization in cell [GO:0051649]; G protein-coupled receptor signaling pathway [GO:0007186]; glucose homeostasis [GO:0042593]; Golgi organization [GO:0007030]; intracellular distribution of mitochondria [GO:0048312]; localization of cell [GO:0051674]; mitochondrial calcium ion transmembrane transport [GO:0006851]; negative regulation of myotube differentiation [GO:0010832]; neuron fate commitment [GO:0048663]; positive regulation of transcription by RNA polymerase II [GO:0045944]; sensory organ development [GO:0007423]; type B pancreatic cell maturation [GO:0072560]
Q7RTS3	reviewed	PTF1A_HUMAN	Pancreas transcription factor 1 subunit alpha (Class A basic helix-loop-helix protein 29) (bHLHa29) (Pancreas-specific transcription factor 1a) (bHLH transcription factor p48) (p48 DNA-binding subunit of transcription factor PTF1) (PTF1-p48)	PTF1A BHLHA29 PTF1P48	amacrine cell differentiation [GO:0035881]; cerebellum development [GO:0021549]; developmental process [GO:0032502]; exocrine pancreas development [GO:0031017]; neuron fate commitment [GO:0048663]; pancreas development [GO:0031016]; regulation of DNA-templated transcription [GO:0006355]; regulation of neural retina development [GO:0061074]; regulation of transcription by RNA polymerase II [GO:0006357]; retina layer formation [GO:0010842]; retinoic acid receptor signaling pathway [GO:0048384]; tissue development [GO:0009888]; transcription by RNA polymerase II [GO:0006366]
Q7RTU3	reviewed	OLIG3_HUMAN	Oligodendrocyte transcription factor 3 (Oligo3) (Class B basic helix-loop-helix protein 7) (bHLHb7) (Class E basic helix-loop-helix protein 20) (bHLHe20)	OLIG3 BHLHB7 BHLHE20	axon development [GO:0061564]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; sensory organ development [GO:0007423]; spinal cord motor neuron cell fate specification [GO:0021520]; spinal cord motor neuron migration [GO:0097476]
Q7RTU7	reviewed	SCX_HUMAN	Basic helix-loop-helix transcription factor scleraxis (Class A basic helix-loop-helix protein 41) (bHLHa41) (Class A basic helix-loop-helix protein 48) (bHLHa48)	SCX BHLHA41 BHLHA48 SCXA SCXB	BMP signaling pathway [GO:0030509]; cell differentiation [GO:0030154]; cellular response to mechanical stimulus [GO:0071260]; cellular response to transforming growth factor beta stimulus [GO:0071560]; chondrocyte differentiation [GO:0002062]; collagen fibril organization [GO:0030199]; deltoid tuberosity development [GO:0035993]; developmental process [GO:0032502]; DNA-templated transcription [GO:0006351]; embryonic skeletal system development [GO:0048706]; endochondral ossification [GO:0001958]; face morphogenesis [GO:0060325]; heart valve formation [GO:0003188]; heart valve morphogenesis [GO:0003179]; mesoderm formation [GO:0001707]; negative regulation of apoptotic process [GO:0043066]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of cartilage development [GO:0061036]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of collagen biosynthetic process [GO:0032967]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of gastrulation [GO:2000543]; positive regulation of gene expression [GO:0010628]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cartilage development [GO:0061035]; regulation of transcription by RNA polymerase II [GO:0006357]; sclerotome development [GO:0061056]; Sertoli cell differentiation [GO:0060008]; skeletal muscle cell differentiation [GO:0035914]; tendon cell differentiation [GO:0035990]; tendon development [GO:0035989]; tendon formation [GO:0035992]; tissue homeostasis [GO:0001894]
Q7Z2X4	reviewed	PCLI1_HUMAN	PTB-containing, cubilin and LRP1-interacting protein (P-CLI1) (Phosphotyrosine interaction domain-containing protein 1) (Protein NYGGF4)	PID1 NYGGF4 PCLI1 HMFN2073	cellular response to cytokine stimulus [GO:0071345]; cellular response to fatty acid [GO:0071398]; cellular response to interleukin-6 [GO:0071354]; cellular response to leptin stimulus [GO:0044320]; cellular response to tumor necrosis factor [GO:0071356]; energy reserve metabolic process [GO:0006112]; mitochondrion organization [GO:0007005]; negative regulation of ATP biosynthetic process [GO:2001170]; negative regulation of glucose import [GO:0046325]; negative regulation of insulin receptor signaling pathway [GO:0046627]; negative regulation of protein localization to plasma membrane [GO:1903077]; negative regulation of protein phosphorylation [GO:0001933]; positive regulation of ATP biosynthetic process [GO:2001171]; positive regulation of fat cell proliferation [GO:0070346]; positive regulation of gene expression [GO:0010628]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of mitochondrial fusion [GO:0010635]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of reactive oxygen species metabolic process [GO:2000377]
Q7Z333	reviewed	SETX_HUMAN	Probable helicase senataxin (EC 3.6.4.-) (Amyotrophic lateral sclerosis 4 protein) (SEN1 homolog) (Senataxin)	SETX ALS4 KIAA0625 SCAR1	cell differentiation [GO:0030154]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to oxidative stress [GO:0034599]; circadian rhythm [GO:0007623]; DNA damage response [GO:0006974]; DNA recombination [GO:0006310]; DNA-templated transcription termination [GO:0006353]; double-strand break repair [GO:0006302]; mRNA splice site recognition [GO:0006376]; nervous system development [GO:0007399]; positive regulation of DNA-templated transcription initiation [GO:2000144]; positive regulation of neuron projection development [GO:0010976]; positive regulation of RNA splicing [GO:0033120]; positive regulation of termination of DNA-templated transcription [GO:0060566]; positive regulation of termination of RNA polymerase II transcription, poly(A)-coupled [GO:2000806]; positive regulation of transcription by RNA polymerase II [GO:0045944]; RNA processing [GO:0006396]; spermatogenesis [GO:0007283]; termination of RNA polymerase II transcription [GO:0006369]
Q7Z3K3	reviewed	POGZ_HUMAN	Pogo transposable element with ZNF domain (Suppressor of hairy wing homolog 5) (Zinc finger protein 280E) (Zinc finger protein 635)	POGZ KIAA0461 SUHW5 ZNF280E ZNF635 Nbla00003	cell division [GO:0051301]; double-strand break repair via homologous recombination [GO:0000724]; kinetochore assembly [GO:0051382]; mitotic sister chromatid cohesion [GO:0007064]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q7Z434	reviewed	MAVS_HUMAN	Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Putative NF-kappa-B-activating protein 031N) (Virus-induced-signaling adapter) (VISA)	MAVS IPS1 KIAA1271 VISA	activation of innate immune response [GO:0002218]; antiviral innate immune response [GO:0140374]; cellular response to exogenous dsRNA [GO:0071360]; cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; defense response to bacterium [GO:0042742]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; negative regulation of type I interferon-mediated signaling pathway [GO:0060339]; negative regulation of viral genome replication [GO:0045071]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of chemokine (C-C motif) ligand 5 production [GO:0071651]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of IP-10 production [GO:0071660]; positive regulation of myeloid dendritic cell cytokine production [GO:0002735]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of response to cytokine stimulus [GO:0060760]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; positive regulation of type I interferon production [GO:0032481]; positive regulation of type I interferon-mediated signaling pathway [GO:0060340]; protein localization to mitochondrion [GO:0070585]; regulation of peroxisome organization [GO:1900063]; signal transduction [GO:0007165]; type I interferon-mediated signaling pathway [GO:0060337]
Q7Z591	reviewed	AKNA_HUMAN	Microtubule organization protein AKNA (AT-hook-containing transcription factor)	AKNA KIAA1968	delamination [GO:0060232]; epithelial to mesenchymal transition [GO:0001837]; neuroblast delamination [GO:0060234]; neuroblast division in subventricular zone [GO:0021849]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of inflammatory response [GO:0050727]
Q7Z6R9	reviewed	AP2D_HUMAN	Transcription factor AP-2-delta (AP2-delta) (Activating enhancer-binding protein 2-delta) (Transcription factor AP-2-beta-like 1)	TFAP2D TFAP2BL1	inferior colliculus development [GO:0061379]; negative regulation of neuron apoptotic process [GO:0043524]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell population proliferation [GO:0042127]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription by RNA polymerase II [GO:0006366]
Q7Z7C8	reviewed	TAF8_HUMAN	Transcription initiation factor TFIID subunit 8 (Protein taube nuss) (TBP-associated factor 43 kDa) (TBP-associated factor 8) (Transcription initiation factor TFIID 43 kDa subunit) (TAFII-43) (TAFII43) (hTAFII43)	TAF8 TAFII43 TBN	cell differentiation [GO:0030154]; DNA-templated transcription open complex formation [GO:0001112]; inner cell mass cell proliferation [GO:0001833]; maintenance of protein location in nucleus [GO:0051457]; mRNA transcription by RNA polymerase II [GO:0042789]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; regulation of fat cell differentiation [GO:0045598]; RNA polymerase II preinitiation complex assembly [GO:0051123]; transcription initiation at RNA polymerase II promoter [GO:0006367]
Q86SE9	reviewed	PCGF5_HUMAN	Polycomb group RING finger protein 5 (RING finger protein 159)	PCGF5 RNF159	positive regulation of transcription by RNA polymerase II [GO:0045944]; random inactivation of X chromosome [GO:0060816]; regulation of transcription by RNA polymerase II [GO:0006357]
Q86SG2	reviewed	ANR23_HUMAN	Ankyrin repeat domain-containing protein 23 (Diabetes-related ankyrin repeat protein) (Muscle ankyrin repeat protein 3)	ANKRD23 DARP	fatty acid metabolic process [GO:0006631]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of sarcomere organization [GO:0060297]; response to muscle stretch [GO:0035994]
Q86TU7	reviewed	SETD3_HUMAN	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3) (hSETD3)	SETD3 C14orf154	actin modification [GO:0030047]; peptidyl-histidine methylation [GO:0018021]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of muscle cell differentiation [GO:0051149]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of uterine smooth muscle contraction [GO:0070472]
Q86U70	reviewed	LDB1_HUMAN	LIM domain-binding protein 1 (LDB-1) (Carboxyl-terminal LIM domain-binding protein 2) (CLIM-2) (LIM domain-binding factor CLIM2) (hLdb1) (Nuclear LIM interactor)	LDB1 CLIM2	anterior/posterior axis specification [GO:0009948]; cell adhesion [GO:0007155]; cellular component assembly [GO:0022607]; cerebellar Purkinje cell differentiation [GO:0021702]; epithelial structure maintenance [GO:0010669]; gastrulation with mouth forming second [GO:0001702]; hair follicle development [GO:0001942]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of erythrocyte differentiation [GO:0045647]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; neuron differentiation [GO:0030182]; positive regulation of cell adhesion [GO:0045785]; positive regulation of hemoglobin biosynthetic process [GO:0046985]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; regulation of cell migration [GO:0030334]; regulation of focal adhesion assembly [GO:0051893]; regulation of kinase activity [GO:0043549]; somatic stem cell population maintenance [GO:0035019]; transcription by RNA polymerase II [GO:0006366]; transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000972]; Wnt signaling pathway [GO:0016055]
Q86UQ8	reviewed	NFE4_HUMAN	Transcription factor NF-E4	NFE4	positive regulation of transcription by RNA polymerase II [GO:0045944]; protein-containing complex assembly [GO:0065003]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]
Q86UU0	reviewed	BCL9L_HUMAN	B-cell CLL/lymphoma 9-like protein (B-cell lymphoma 9-like protein) (BCL9-like protein) (Protein BCL9-2)	BCL9L DLNB11	canonical Wnt signaling pathway [GO:0060070]; myoblast differentiation [GO:0045445]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell morphogenesis [GO:0022604]; skeletal muscle cell differentiation [GO:0035914]; somatic stem cell population maintenance [GO:0035019]; transcription by RNA polymerase II [GO:0006366]
Q86V15	reviewed	CASZ1_HUMAN	Zinc finger protein castor homolog 1 (Castor-related protein) (Putative survival-related protein) (Zinc finger protein 693)	CASZ1 CST SRG ZNF693	positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of neuron differentiation [GO:0045664]
Q86VK4	reviewed	ZN410_HUMAN	Zinc finger protein 410 (Another partner for ARF 1)	ZNF410 APA1	negative regulation of gene expression [GO:0010629]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]
Q86VP6	reviewed	CAND1_HUMAN	Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (TBP-interacting protein of 120 kDa A) (TBP-interacting protein 120A) (p120 CAND1)	CAND1 KIAA0829 TIP120 TIP120A	cell differentiation [GO:0030154]; negative regulation of catalytic activity [GO:0043086]; positive regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0045899]; protein ubiquitination [GO:0016567]; SCF complex assembly [GO:0010265]
Q86WI3	reviewed	NLRC5_HUMAN	Protein NLRC5 (Caterpiller protein 16.1) (CLR16.1) (Nucleotide-binding oligomerization domain protein 27) (Nucleotide-binding oligomerization domain protein 4)	NLRC5 NOD27 NOD4	defense response to virus [GO:0051607]; innate immune response [GO:0045087]; intracellular signal transduction [GO:0035556]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of type I interferon-mediated signaling pathway [GO:0060339]; positive regulation of MHC class I biosynthetic process [GO:0045345]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of type I interferon-mediated signaling pathway [GO:0060340]; positive regulation of type II interferon-mediated signaling pathway [GO:0060335]; regulation of kinase activity [GO:0043549]; response to bacterium [GO:0009617]
Q86WP2	reviewed	GPBP1_HUMAN	Vasculin (GC-rich promoter-binding protein 1) (Vascular wall-linked protein)	GPBP1 GPBP SSH6	DNA-templated transcription [GO:0006351]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of DNA-templated transcription [GO:0006355]
Q86WV1	reviewed	SKAP1_HUMAN	Src kinase-associated phosphoprotein 1 (Src family-associated phosphoprotein 1) (Src kinase-associated phosphoprotein of 55 kDa) (SKAP-55) (pp55)	SKAP1 SCAP1 SKAP55	adaptive immune response [GO:0002250]; positive regulation of adaptive immune response [GO:0002821]; positive regulation of cell-cell adhesion mediated by integrin [GO:0033634]; positive regulation of cell-matrix adhesion [GO:0001954]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of heterotypic cell-cell adhesion [GO:0034116]; positive regulation of integrin activation [GO:0033625]; positive regulation of leukocyte cell-cell adhesion [GO:1903039]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein localization to plasma membrane [GO:0072659]; T cell receptor signaling pathway [GO:0050852]
