Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology (biological process)
P48745	reviewed	CCN3_HUMAN	CCN family member 3 (Cellular communication network factor 3) (Insulin-like growth factor-binding protein 9) (IBP-9) (IGF-binding protein 9) (IGFBP-9) (Nephro blastoma-overexpressed gene protein homolog) (Protein NOV homolog) (NovH)	CCN3 IGFBP9 NOV NOVH	angiogenesis [GO:0001525]; bone regeneration [GO:1990523]; cell adhesion [GO:0007155]; cell adhesion mediated by integrin [GO:0033627]; cell chemotaxis [GO:0060326]; chondrocyte differentiation [GO:0002062]; endothelial cell chemotaxis [GO:0035767]; endothelial cell-cell adhesion [GO:0071603]; fibroblast migration [GO:0010761]; hematopoietic stem cell homeostasis [GO:0061484]; negative regulation of cell growth [GO:0030308]; negative regulation of chondrocyte proliferation [GO:1902731]; negative regulation of inflammatory response [GO:0050728]; negative regulation of insulin secretion [GO:0046676]; negative regulation of monocyte chemotaxis [GO:0090027]; negative regulation of myotube differentiation [GO:0010832]; negative regulation of non-canonical NF-kappaB signal transduction [GO:1901223]; negative regulation of sensory perception of pain [GO:1904057]; negative regulation of SMAD protein signal transduction [GO:0060392]; positive regulation of cell differentiation [GO:0045597]; positive regulation of Notch signaling pathway [GO:0045747]; regulation of gene expression [GO:0010468]; signal transduction [GO:0007165]; smooth muscle cell migration [GO:0014909]; smooth muscle cell proliferation [GO:0048659]; type B pancreatic cell proliferation [GO:0044342]
P49238	reviewed	CX3C1_HUMAN	CX3C chemokine receptor 1 (C-X3-C CKR-1) (CX3CR1) (Beta chemokine receptor-like 1) (CMK-BRL-1) (CMK-BRL1) (Fractalkine receptor) (G-protein coupled receptor 13) (V28)	CX3CR1 CMKBRL1 GPR13	adaptive immune response [GO:0002250]; antifungal innate immune response [GO:0061760]; autocrine signaling [GO:0035425]; brain development [GO:0007420]; calcium-mediated signaling [GO:0019722]; cell adhesion [GO:0007155]; cell chemotaxis [GO:0060326]; cell-cell signaling [GO:0007267]; cellular defense response [GO:0006968]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cellular response to tumor necrosis factor [GO:0071356]; central nervous system maturation [GO:0021626]; chemotaxis [GO:0006935]; G protein-coupled receptor signaling pathway [GO:0007186]; host-mediated regulation of intestinal microbiota composition [GO:0048874]; immune response [GO:0006955]; innate immune response [GO:0045087]; leukocyte chemotaxis [GO:0030595]; leukocyte tethering or rolling [GO:0050901]; memory [GO:0007613]; microglial cell activation involved in immune response [GO:0002282]; modulation of chemical synaptic transmission [GO:0050804]; multiple spine synapse organization, single dendrite [GO:0150090]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of cell migration [GO:0030336]; negative regulation of hippocampal neuron apoptotic process [GO:0110091]; negative regulation of interleukin-1 beta production [GO:0032691]; negative regulation of long-term synaptic potentiation [GO:1900272]; negative regulation of microglial cell mediated cytotoxicity [GO:1904150]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of angiogenesis [GO:0045766]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of I-kappaB phosphorylation [GO:1903721]; positive regulation of microglial cell migration [GO:1904141]; positive regulation of monocyte chemotaxis [GO:0090026]; positive regulation of neuroblast proliferation [GO:0002052]; positive regulation of neurogenesis [GO:0050769]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; regulation of microglial cell migration [GO:1904139]; regulation of neurogenesis [GO:0050767]; regulation of nitric oxide biosynthetic process [GO:0045428]; regulation of synaptic plasticity [GO:0048167]; regulation of tumor necrosis factor production [GO:0032680]; response to ischemia [GO:0002931]; response to wounding [GO:0009611]; social behavior [GO:0035176]; synapse maturation [GO:0060074]; synapse pruning [GO:0098883]
P49747	reviewed	COMP_HUMAN	Cartilage oligomeric matrix protein (COMP) (Thrombospondin-5) (TSP5)	COMP	animal organ morphogenesis [GO:0009887]; apoptotic process [GO:0006915]; artery morphogenesis [GO:0048844]; BMP signaling pathway [GO:0030509]; bone mineralization [GO:0030282]; cartilage homeostasis [GO:1990079]; cellular senescence [GO:0090398]; chondrocyte development [GO:0002063]; chondrocyte proliferation [GO:0035988]; collagen fibril organization [GO:0030199]; growth plate cartilage development [GO:0003417]; limb development [GO:0060173]; multicellular organism growth [GO:0035264]; musculoskeletal movement [GO:0050881]; negative regulation of apoptotic process [GO:0043066]; negative regulation of hemostasis [GO:1900047]; platelet aggregation [GO:0070527]; positive regulation of chondrocyte proliferation [GO:1902732]; protein homooligomerization [GO:0051260]; protein processing [GO:0016485]; protein secretion [GO:0009306]; regulation of bone mineralization [GO:0030500]; regulation of gene expression [GO:0010468]; response to unfolded protein [GO:0006986]; skeletal system development [GO:0001501]; skin development [GO:0043588]; tendon development [GO:0035989]; vascular associated smooth muscle cell development [GO:0097084]; vascular associated smooth muscle contraction [GO:0014829]
P49768	reviewed	PSN1_HUMAN	Presenilin-1 (PS-1) (EC 3.4.23.-) (Protein S182) [Cleaved into: Presenilin-1 NTF subunit; Presenilin-1 CTF subunit; Presenilin-1 CTF12 (PS1-CTF12)]	PSEN1 AD3 PS1 PSNL1	amyloid precursor protein catabolic process [GO:0042987]; amyloid precursor protein metabolic process [GO:0042982]; amyloid-beta formation [GO:0034205]; apoptotic signaling pathway [GO:0097190]; astrocyte activation [GO:0048143]; astrocyte activation involved in immune response [GO:0002265]; autophagosome assembly [GO:0000045]; blood vessel development [GO:0001568]; brain morphogenesis [GO:0048854]; Cajal-Retzius cell differentiation [GO:0021870]; calcium ion homeostasis [GO:0055074]; cell fate specification [GO:0001708]; cell-cell adhesion [GO:0098609]; cellular response to amyloid-beta [GO:1904646]; cerebellum development [GO:0021549]; cerebral cortex cell migration [GO:0021795]; choline transport [GO:0015871]; DNA damage response [GO:0006974]; dorsal/ventral neural tube patterning [GO:0021904]; embryonic limb morphogenesis [GO:0030326]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; epithelial cell proliferation [GO:0050673]; heart looping [GO:0001947]; hematopoietic progenitor cell differentiation [GO:0002244]; intracellular signal transduction [GO:0035556]; L-glutamate import across plasma membrane [GO:0098712]; learning or memory [GO:0007611]; locomotion [GO:0040011]; membrane protein ectodomain proteolysis [GO:0006509]; memory [GO:0007613]; mitochondrial transport [GO:0006839]; myeloid dendritic cell differentiation [GO:0043011]; negative regulation of apoptotic process [GO:0043066]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of axonogenesis [GO:0050771]; negative regulation of core promoter binding [GO:1904797]; negative regulation of gene expression [GO:0010629]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of ubiquitin-dependent protein catabolic process [GO:2000059]; neural retina development [GO:0003407]; neuron apoptotic process [GO:0051402]; neuron cellular homeostasis [GO:0070050]; neuron development [GO:0048666]; neuron migration [GO:0001764]; neuron projection maintenance [GO:1990535]; Notch receptor processing [GO:0007220]; Notch signaling pathway [GO:0007219]; positive regulation of amyloid fibril formation [GO:1905908]; positive regulation of apoptotic process [GO:0043065]; positive regulation of coagulation [GO:0050820]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of gene expression [GO:0010628]; positive regulation of glycolytic process [GO:0045821]; positive regulation of L-glutamate import across plasma membrane [GO:0002038]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of receptor recycling [GO:0001921]; positive regulation of tumor necrosis factor production [GO:0032760]; post-embryonic development [GO:0009791]; protein catabolic process at postsynapse [GO:0140249]; protein glycosylation [GO:0006486]; protein processing [GO:0016485]; protein transport [GO:0015031]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of gene expression [GO:0010468]; regulation of neuron projection development [GO:0010975]; regulation of phosphorylation [GO:0042325]; regulation of postsynapse organization [GO:0099175]; regulation of resting membrane potential [GO:0060075]; regulation of synaptic plasticity [GO:0048167]; regulation of synaptic transmission, glutamatergic [GO:0051966]; regulation of synaptic vesicle cycle [GO:0098693]; response to oxidative stress [GO:0006979]; sequestering of calcium ion [GO:0051208]; skeletal system morphogenesis [GO:0048705]; skin morphogenesis [GO:0043589]; smooth endoplasmic reticulum calcium ion homeostasis [GO:0051563]; somitogenesis [GO:0001756]; synapse organization [GO:0050808]; synaptic vesicle targeting [GO:0016080]; T cell activation involved in immune response [GO:0002286]; T cell receptor signaling pathway [GO:0050852]; thymus development [GO:0048538]
P49961	reviewed	ENTP1_HUMAN	Ectonucleoside triphosphate diphosphohydrolase 1 (EC 3.6.1.5) (ATP diphosphohydrolase) (ATP-DPH) (ATPDase) (Ecto-ATP diphosphohydrolase 1) (Ecto-ATPDase 1) (Ecto-ATPase 1) (Ecto-apyrase) (Lymphoid cell activation antigen) (Nucleoside triphosphate diphosphohydrolase 1) (NTPDase1) (CD antigen CD39)	ENTPD1 CD39	blood coagulation [GO:0007596]; cell adhesion [GO:0007155]; nucleoside diphosphate catabolic process [GO:0009134]; platelet aggregation [GO:0070527]
P50452	reviewed	SPB8_HUMAN	Serpin B8 (Cytoplasmic antiproteinase 2) (CAP-2) (CAP2) (Peptidase inhibitor 8) (PI-8)	SERPINB8 PI8	epithelial cell-cell adhesion [GO:0090136]; negative regulation of endopeptidase activity [GO:0010951]
P52803	reviewed	EFNA5_HUMAN	Ephrin-A5 (AL-1) (EPH-related receptor tyrosine kinase ligand 7) (LERK-7)	EFNA5 EPLG7 LERK7	axon guidance [GO:0007411]; cellular response to follicle-stimulating hormone stimulus [GO:0071372]; cellular response to forskolin [GO:1904322]; collateral sprouting [GO:0048668]; ephrin receptor signaling pathway [GO:0048013]; negative regulation of substrate adhesion-dependent cell spreading [GO:1900025]; nervous system development [GO:0007399]; positive regulation of collateral sprouting [GO:0048672]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of synapse assembly [GO:0051965]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell morphogenesis [GO:0022604]; regulation of cell-cell adhesion [GO:0022407]; regulation of focal adhesion assembly [GO:0051893]; regulation of GTPase activity [GO:0043087]; regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0061178]; regulation of microtubule cytoskeleton organization [GO:0070507]; retinal ganglion cell axon guidance [GO:0031290]; synaptic membrane adhesion [GO:0099560]
P53582	reviewed	MAP11_HUMAN	Methionine aminopeptidase 1 (MAP 1) (MetAP 1) (EC 3.4.11.18) (Peptidase M 1)	METAP1 KIAA0094	N-terminal protein amino acid modification [GO:0031365]; peptidyl-methionine modification [GO:0018206]; platelet aggregation [GO:0070527]; protein maturation [GO:0051604]; proteolysis [GO:0006508]; regulation of translation [GO:0006417]
P53708	reviewed	ITA8_HUMAN	Integrin alpha-8 [Cleaved into: Integrin alpha-8 heavy chain; Integrin alpha-8 light chain]	ITGA8	cell adhesion mediated by integrin [GO:0033627]; cell projection organization [GO:0030030]; cell-cell adhesion [GO:0098609]; cell-matrix adhesion [GO:0007160]; establishment of protein localization [GO:0045184]; extracellular matrix organization [GO:0030198]; inner ear morphogenesis [GO:0042472]; integrin-mediated signaling pathway [GO:0007229]; kidney development [GO:0001822]; memory [GO:0007613]; mesodermal cell differentiation [GO:0048333]; metanephros development [GO:0001656]; nervous system development [GO:0007399]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; smooth muscle cell differentiation [GO:0051145]; smooth muscle tissue development [GO:0048745]; substrate adhesion-dependent cell spreading [GO:0034446]; transforming growth factor beta receptor signaling pathway [GO:0007179]
P55196	reviewed	AFAD_HUMAN	Afadin (ALL1-fused gene from chromosome 6 protein) (Protein AF-6) (Afadin adherens junction formation factor)	AFDN AF6 MLLT4	bicellular tight junction assembly [GO:0070830]; cell adhesion [GO:0007155]; cell-cell adhesion mediated by cadherin [GO:0044331]; cell-cell signaling [GO:0007267]; establishment of endothelial intestinal barrier [GO:0090557]; establishment of protein localization to plasma membrane [GO:0061951]; negative regulation of cell migration [GO:0030336]; pore complex assembly [GO:0046931]; positive regulation of cell-cell adhesion [GO:0022409]; positive regulation of cell-cell adhesion mediated by cadherin [GO:2000049]; positive regulation of gene expression [GO:0010628]; regulation of protein localization [GO:0032880]; signal transduction [GO:0007165]
P55283	reviewed	CADH4_HUMAN	Cadherin-4 (Retinal cadherin) (R-CAD) (R-cadherin)	CDH4	adherens junction organization [GO:0034332]; axon extension [GO:0048675]; axon guidance [GO:0007411]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; cell morphogenesis [GO:0000902]; cell-cell adhesion mediated by cadherin [GO:0044331]; cell-cell junction assembly [GO:0007043]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; positive regulation of axon extension [GO:0045773]
P55285	reviewed	CADH6_HUMAN	Cadherin-6 (Kidney cadherin) (K-cadherin)	CDH6	adherens junction organization [GO:0034332]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; cell morphogenesis [GO:0000902]; cell-cell adhesion mediated by cadherin [GO:0044331]; cell-cell junction assembly [GO:0007043]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; Notch signaling pathway [GO:0007219]; synaptic membrane adhesion [GO:0099560]
P55286	reviewed	CADH8_HUMAN	Cadherin-8	CDH8	adherens junction organization [GO:0034332]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; cell morphogenesis [GO:0000902]; cell-cell adhesion mediated by cadherin [GO:0044331]; cell-cell junction assembly [GO:0007043]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; regulation of synapse organization [GO:0050807]; response to cold [GO:0009409]; synaptic transmission, glutamatergic [GO:0035249]
P55287	reviewed	CAD11_HUMAN	Cadherin-11 (OSF-4) (Osteoblast cadherin) (OB-cadherin)	CDH11	adherens junction organization [GO:0034332]; aortic valve formation [GO:0003189]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; cell morphogenesis [GO:0000902]; cell-cell adhesion mediated by cadherin [GO:0044331]; cell-cell junction assembly [GO:0007043]; corticospinal tract morphogenesis [GO:0021957]; focal adhesion assembly [GO:0048041]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; modulation of chemical synaptic transmission [GO:0050804]; negative regulation of cell migration [GO:0030336]; ossification [GO:0001503]; skeletal system development [GO:0001501]
P55289	reviewed	CAD12_HUMAN	Cadherin-12 (Brain cadherin) (BR-cadherin) (Neural type cadherin 2) (N-cadherin 2)	CDH12	adherens junction organization [GO:0034332]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell migration [GO:0016477]; cell morphogenesis [GO:0000902]; cell-cell adhesion mediated by cadherin [GO:0044331]; cell-cell junction assembly [GO:0007043]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]
P55290	reviewed	CAD13_HUMAN	Cadherin-13 (Heart cadherin) (H-cadherin) (P105) (Truncated cadherin) (T-cad) (T-cadherin)	CDH13 CDHH	adherens junction organization [GO:0034332]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell migration [GO:0016477]; cell morphogenesis [GO:0000902]; cell-cell adhesion mediated by cadherin [GO:0044331]; cell-cell junction assembly [GO:0007043]; endothelial cell migration [GO:0043542]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; keratinocyte proliferation [GO:0043616]; lamellipodium assembly [GO:0030032]; localization within membrane [GO:0051668]; low-density lipoprotein particle mediated signaling [GO:0055096]; negative regulation of cell adhesion [GO:0007162]; negative regulation of cell population proliferation [GO:0008285]; positive regulation of calcium-mediated signaling [GO:0050850]; positive regulation of cell migration [GO:0030335]; positive regulation of cell-matrix adhesion [GO:0001954]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of positive chemotaxis [GO:0050927]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of transcription by RNA polymerase II [GO:0045944]; Rac protein signal transduction [GO:0016601]; regulation of endocytosis [GO:0030100]; regulation of epidermal growth factor receptor signaling pathway [GO:0042058]; Rho protein signal transduction [GO:0007266]; sprouting angiogenesis [GO:0002040]
P55291	reviewed	CAD15_HUMAN	Cadherin-15 (Cadherin-14) (Muscle cadherin) (M-cadherin)	CDH15 CDH14 CDH3	adherens junction organization [GO:0034332]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; cell morphogenesis [GO:0000902]; cell-cell adhesion mediated by cadherin [GO:0044331]; cell-cell junction assembly [GO:0007043]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]
P56199	reviewed	ITA1_HUMAN	Integrin alpha-1 (CD49 antigen-like family member A) (Laminin and collagen receptor) (VLA-1) (CD antigen CD49a)	ITGA1	cell adhesion mediated by integrin [GO:0033627]; cell-cell adhesion [GO:0098609]; cell-matrix adhesion [GO:0007160]; cellular extravasation [GO:0045123]; integrin-mediated signaling pathway [GO:0007229]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; neuron projection morphogenesis [GO:0048812]; neutrophil chemotaxis [GO:0030593]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of phosphoprotein phosphatase activity [GO:0032516]; vasodilation [GO:0042311]
P56704	reviewed	WNT3A_HUMAN	Protein Wnt-3a	WNT3A	axis elongation involved in somitogenesis [GO:0090245]; axon guidance [GO:0007411]; B cell proliferation [GO:0042100]; calcium ion transmembrane transport via low voltage-gated calcium channel [GO:0090676]; canonical Wnt signaling pathway [GO:0060070]; cardiac muscle cell fate commitment [GO:0060923]; cell fate commitment [GO:0045165]; cell population proliferation [GO:0008283]; cell proliferation in forebrain [GO:0021846]; cell proliferation in midbrain [GO:0033278]; cellular response to retinoic acid [GO:0071300]; COP9 signalosome assembly [GO:0010387]; dorsal/ventral neural tube patterning [GO:0021904]; extracellular matrix organization [GO:0030198]; fat cell differentiation [GO:0045444]; heart development [GO:0007507]; heart looping [GO:0001947]; hemopoiesis [GO:0030097]; hippocampus development [GO:0021766]; in utero embryonic development [GO:0001701]; inner ear morphogenesis [GO:0042472]; mammary gland development [GO:0030879]; midbrain dopaminergic neuron differentiation [GO:1904948]; modulation of chemical synaptic transmission [GO:0050804]; myoblast differentiation [GO:0045445]; negative regulation of axon extension involved in axon guidance [GO:0048843]; negative regulation of dopaminergic neuron differentiation [GO:1904339]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of neurogenesis [GO:0050768]; negative regulation of neuron projection development [GO:0010977]; neuron differentiation [GO:0030182]; non-canonical Wnt signaling pathway [GO:0035567]; osteoblast differentiation [GO:0001649]; paraxial mesodermal cell fate commitment [GO:0048343]; platelet aggregation [GO:0070527]; positive regulation of B cell proliferation [GO:0030890]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cardiac muscle cell differentiation [GO:2000727]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cell-cell adhesion mediated by cadherin [GO:2000049]; positive regulation of collateral sprouting in absence of injury [GO:0048697]; positive regulation of cytokine production [GO:0001819]; positive regulation of dermatome development [GO:0061184]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of gene expression [GO:0010628]; positive regulation of hepatocyte proliferation [GO:2000347]; positive regulation of mesodermal cell fate specification [GO:0048337]; positive regulation of neural precursor cell proliferation [GO:2000179]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of protein localization to plasma membrane [GO:1903078]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of receptor internalization [GO:0002092]; positive regulation of skeletal muscle tissue development [GO:0048643]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-anal tail morphogenesis [GO:0036342]; presynapse assembly [GO:0099054]; protein localization [GO:0008104]; regulation of microtubule cytoskeleton organization [GO:0070507]; regulation of postsynapse to nucleus signaling pathway [GO:1905539]; regulation of presynapse assembly [GO:1905606]; regulation of synapse organization [GO:0050807]; secondary palate development [GO:0062009]; skeletal muscle cell differentiation [GO:0035914]; somatic stem cell division [GO:0048103]; spinal cord association neuron differentiation [GO:0021527]; synaptic vesicle recycling [GO:0036465]; transcription by RNA polymerase II [GO:0006366]; Wnt signaling pathway involved in forebrain neuroblast division [GO:0021874]
P56706	reviewed	WNT7B_HUMAN	Protein Wnt-7b	WNT7B	canonical Wnt signaling pathway [GO:0060070]; cell fate commitment [GO:0045165]; cellular response to retinoic acid [GO:0071300]; central nervous system vasculogenesis [GO:0022009]; chemoattraction of dopaminergic neuron axon [GO:0036516]; chorio-allantoic fusion [GO:0060710]; developmental growth involved in morphogenesis [GO:0060560]; embryonic organ development [GO:0048568]; embryonic placenta morphogenesis [GO:0060669]; establishment or maintenance of polarity of embryonic epithelium [GO:0016332]; fibroblast proliferation [GO:0048144]; forebrain regionalization [GO:0021871]; homeostatic process [GO:0042592]; in utero embryonic development [GO:0001701]; inner medullary collecting duct development [GO:0072061]; intracellular oxygen homeostasis [GO:0032364]; lens fiber cell development [GO:0070307]; lobar bronchus development [GO:0060482]; lung development [GO:0030324]; lung epithelium development [GO:0060428]; lung morphogenesis [GO:0060425]; mammary gland epithelium development [GO:0061180]; metanephric collecting duct development [GO:0072205]; metanephric epithelium development [GO:0072207]; metanephric loop of Henle development [GO:0072236]; metanephros morphogenesis [GO:0003338]; neuron differentiation [GO:0030182]; outer medullary collecting duct development [GO:0072060]; positive regulation of JNK cascade [GO:0046330]; positive regulation of osteoblast differentiation [GO:0045669]; regulation of cell projection size [GO:0032536]; renal inner medulla development [GO:0072053]; renal outer medulla development [GO:0072054]; response to glucocorticoid [GO:0051384]; stem cell proliferation [GO:0072089]; synapse organization [GO:0050808]; trachea cartilage morphogenesis [GO:0060535]; Wnt signaling pathway [GO:0016055]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]
P56746	reviewed	CLD15_HUMAN	Claudin-15	CLDN15	bicellular tight junction assembly [GO:0070830]; calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules [GO:0016338]; cell adhesion [GO:0007155]; monoatomic ion transport [GO:0006811]
P56747	reviewed	CLD6_HUMAN	Claudin-6 (Skullin)	CLDN6 UNQ757/PRO1488	bicellular tight junction assembly [GO:0070830]; calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules [GO:0016338]; cell adhesion [GO:0007155]
P56748	reviewed	CLD8_HUMAN	Claudin-8	CLDN8 UNQ779/PRO1573	bicellular tight junction assembly [GO:0070830]; calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules [GO:0016338]; cell adhesion [GO:0007155]
P56750	reviewed	CLD17_HUMAN	Claudin-17	CLDN17 UNQ758/PRO1489	bicellular tight junction assembly [GO:0070830]; calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules [GO:0016338]; cell adhesion [GO:0007155]; inorganic anion transport [GO:0015698]
P56856	reviewed	CLD18_HUMAN	Claudin-18	CLDN18 UNQ778/PRO1572	bicellular tight junction assembly [GO:0070830]; calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules [GO:0016338]; cell adhesion [GO:0007155]; cellular response to estrogen stimulus [GO:0071391]; digestive tract development [GO:0048565]; epithelial cell proliferation [GO:0050673]; epithelial fluid transport [GO:0042045]; lung alveolus development [GO:0048286]; negative regulation of bone resorption [GO:0045779]; negative regulation of osteoclast development [GO:2001205]; negative regulation of protein localization to nucleus [GO:1900181]; negative regulation of tumor necrosis factor-mediated signaling pathway [GO:0010804]; organ growth [GO:0035265]; protein localization to nucleus [GO:0034504]; response to ethanol [GO:0045471]; tight junction organization [GO:0120193]
P56880	reviewed	CLD20_HUMAN	Claudin-20	CLDN20	bicellular tight junction assembly [GO:0070830]; calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules [GO:0016338]; cell adhesion [GO:0007155]
P57087	reviewed	JAM2_HUMAN	Junctional adhesion molecule B (JAM-B) (Junctional adhesion molecule 2) (JAM-2) (Vascular endothelial junction-associated molecule) (VE-JAM) (CD antigen CD322)	JAM2 C21orf43 VEJAM UNQ219/PRO245	cell-cell adhesion [GO:0098609]; cellular extravasation [GO:0045123]; hematopoietic stem cell migration to bone marrow [GO:0097241]; leukocyte cell-cell adhesion [GO:0007159]; leukocyte tethering or rolling [GO:0050901]; lymphocyte aggregation [GO:0071593]; maintenance of blood-brain barrier [GO:0035633]; myoblast fusion [GO:0007520]; negative regulation of myelination [GO:0031642]; positive regulation of lymphocyte migration [GO:2000403]; spermatid development [GO:0007286]
P57739	reviewed	CLD2_HUMAN	Claudin-2 (SP82)	CLDN2 PSEC0059 SP82 UNQ705/PRO1356	bicellular tight junction assembly [GO:0070830]; calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules [GO:0016338]; cell-cell adhesion [GO:0098609]
P58400	reviewed	NRX1B_HUMAN	Neurexin-1-beta (Neurexin I-beta)	NRXN1	adult behavior [GO:0030534]; angiogenesis [GO:0001525]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cellular response to calcium ion [GO:0071277]; cerebellar granule cell differentiation [GO:0021707]; establishment of protein localization [GO:0045184]; gamma-aminobutyric acid receptor clustering [GO:0097112]; gephyrin clustering involved in postsynaptic density assembly [GO:0097116]; guanylate kinase-associated protein clustering [GO:0097117]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; learning [GO:0007612]; negative regulation of filopodium assembly [GO:0051490]; negative regulation of gene expression [GO:0010629]; neuroligin clustering involved in postsynaptic membrane assembly [GO:0097118]; neuron cell-cell adhesion [GO:0007158]; neuron projection development [GO:0031175]; neuron projection morphogenesis [GO:0048812]; neuronal signal transduction [GO:0023041]; NMDA glutamate receptor clustering [GO:0097114]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of fibroblast growth factor receptor signaling pathway [GO:0045743]; positive regulation of gene expression [GO:0010628]; positive regulation of neuromuscular synaptic transmission [GO:1900075]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of presynaptic active zone assembly [GO:1905520]; positive regulation of protein kinase A signaling [GO:0010739]; positive regulation of protein kinase C activity [GO:1900020]; positive regulation of protein localization to plasma membrane [GO:1903078]; positive regulation of synapse assembly [GO:0051965]; positive regulation of synaptic transmission, GABAergic [GO:0032230]; positive regulation of synaptic transmission, glutamatergic [GO:0051968]; postsynaptic density protein 95 clustering [GO:0097119]; postsynaptic membrane assembly [GO:0097104]; presynaptic membrane assembly [GO:0097105]; protein localization to synapse [GO:0035418]; protein-containing complex assembly involved in synapse maturation [GO:0090126]; receptor localization to synapse [GO:0097120]; regulation of AMPA receptor activity [GO:2000311]; regulation of NMDA receptor activity [GO:2000310]; signal transduction [GO:0007165]; social behavior [GO:0035176]; synapse assembly [GO:0007416]; synaptic vesicle clustering [GO:0097091]; vocalization behavior [GO:0071625]
